status,p_value,morans_test_statistic,morans_I,gene_short_name,q_value
OK,0,40.12894959856306,0.19464402693265603,ATP5F1E,0
OK,0,40.25285647814078,0.19456656070042413,GLDN,0
OK,0,40.07342005611679,0.19439165315830692,H3F3A,0
OK,0,40.05478929527921,0.19429828485424294,ELL2,0
OK,0,39.95629778983334,0.1938048871549396,GNAI1,0
OK,0,40.249016308490745,0.193732479334265,RORA,0
OK,0,40.317574869550896,0.19372000714421914,MSR1,0
OK,0,39.934952496757745,0.19371227275078934,SLC2A3,0
OK,0,39.909647445926296,0.1935978471058281,PLEKHG1,0
OK,0,39.876664043680414,0.1934228708260593,MT2A,0
OK,0,39.832248985668244,0.19302751497853532,KCNK17,0
OK,0,39.65662779112764,0.19235329134876517,SRP14,0
OK,0,39.65032935602074,0.19225309105986796,AC016705.2,0
OK,0,39.61441154216997,0.19216356622908184,ITGA1,0
OK,0,39.58375035842874,0.19185598898015085,NTRK3,0
OK,0,39.85643103553211,0.1914744184052459,KCNQ1,0
OK,0,40.608703911616914,0.19096291319038258,AIF1,0
OK,0,39.321217369435985,0.19063926957111607,GREB1,0
OK,0,39.236822118299976,0.19025290030581524,OLFML3,0
OK,0,39.130408807587,0.18977142326065238,IGFBP6,0
OK,0,39.12156656399292,0.18976923661737344,PPM1H,0
OK,0,39.07977605155214,0.18953566122252385,PPP1R14A,0
OK,0,38.99178669996806,0.18911699916631444,COX6A1,0
OK,0,38.9187037461167,0.18869275513029418,ADAMTS12,0
OK,0,38.89644367109967,0.18862162879015057,SH3D19,0
OK,0,39.26402200209056,0.1885956930552529,CYBB,0
OK,0,38.762041350694886,0.18802265569427018,RPS19,0
OK,0,38.73347562858412,0.18785950546473523,CDH11,0
OK,0,38.674859331044786,0.1875987070039844,IGF1R,0
OK,0,38.64597991711205,0.1874276338075745,PRELP,0
OK,0,38.58174992218464,0.18708287504298304,SLC6A1,0
OK,0,38.487059143150994,0.1866836067655168,NFIC,0
OK,1.14e-322,38.38614221483683,0.18619723883716374,SAMD4A,5.81e-321
